Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,Fraud_Score,Predicted_Fraud,Anomaly_Score,Anomaly_Flag,Review_Status,Split,Score_Context
T100733,CUST9437,2023-04-23 10:26:00,59.23,Food,Debit Card,Mobile,Bengaluru,0,74,199.32,765,No,0,0.038071109111071505,0,0.48483650293740604,0,Lower score,train,in-sample
T101918,CUST9977,2023-04-23 10:39:00,39.74,Electronics,PayPal,Mobile,Pune,0,173,138.39,1025,No,0,0.01483632887637567,0,0.48911420753166984,0,Lower score,train,in-sample
T103928,CUST8701,2023-04-23 11:06:00,93.19,Entertainment,Debit Card,Desktop,Chennai,0,13,403.88,587,No,0,0.030858833014602752,0,0.4993334582096037,0,Lower score,train,in-sample
T104685,CUST6105,2023-04-23 11:14:00,39.95,Entertainment,Debit Card,Mobile,Kolkata,0,175,466.37,1196,No,0,0.01850402809885609,0,0.5037654859030967,0,Lower score,train,in-sample
T103176,CUST3314,2023-04-23 12:53:00,87.3,Food,Credit Card,POS,Hyderabad,0,108,185.11,1962,No,0,0.020127122485408863,0,0.5008569383064189,0,Lower score,train,in-sample
T103027,CUST2177,2023-04-23 13:23:00,82.12,Travel,UPI,POS,Bengaluru,0,158,310.85,641,Yes,1,0.019463728556852168,0,0.49263019264608693,0,Lower score,train,in-sample
T101539,CUST4728,2023-04-23 16:11:00,59.58,Grocery,Credit Card,Mobile,Delhi,1,127,26.42,1428,No,0,0.09847896341719323,0,0.5254521496320811,1,Anomaly review,train,in-sample
T102653,CUST8399,2023-04-23 18:19:00,4.3,Electronics,UPI,Desktop,Chennai,0,136,265.98,869,No,0,0.018650656186165085,0,0.5103918696213787,0,Lower score,train,in-sample
T104614,CUST2232,2023-04-23 22:28:00,22.86,Electronics,Credit Card,POS,Mumbai,0,131,405.04,1107,No,0,0.06883699243341024,0,0.49182390560813566,0,Lower score,train,in-sample
T100093,CUST8530,2023-04-24 01:43:00,65.91,Food,Credit Card,Mobile,Mumbai,0,137,116.79,1263,No,0,0.20844320395342003,1,0.4783519997349358,0,Model review,train,in-sample
T103221,CUST3310,2023-04-24 02:53:00,14.08,Travel,Debit Card,POS,Chennai,0,146,237.38,456,No,0,0.19472696859796784,1,0.4844052724481197,0,Model review,train,in-sample
T104068,CUST1153,2023-04-24 03:10:00,89.63,Fashion,UPI,Desktop,Kolkata,0,100,174.07,955,No,0,0.18329096525822175,1,0.4960426334799078,0,Model review,train,in-sample
T100833,CUST1693,2023-04-24 03:49:00,15.52,Entertainment,Debit Card,POS,Delhi,0,131,479.17,99,No,0,0.16745782847433888,1,0.4908207160280878,0,Model review,train,in-sample
T104903,CUST2101,2023-04-24 05:09:00,29.42,Food,Credit Card,POS,Bengaluru,0,162,74.45,1468,No,0,0.1868932843804184,1,0.48132438461658567,0,Model review,train,in-sample
T103821,CUST8301,2023-04-24 07:51:00,36.02,Fashion,NetBanking,Mobile,Chennai,0,37,407.14,1994,No,0,0.08677745222728944,0,0.4840726890072761,0,Lower score,train,in-sample
T103098,CUST8763,2023-04-24 10:42:00,0.67,Fashion,UPI,Mobile,Hyderabad,0,3,238.0,1056,No,0,0.030512202584046095,0,0.5082844523360299,0,Lower score,train,in-sample
T102032,CUST8423,2023-04-24 10:43:00,49.88,Utilities,UPI,POS,Delhi,0,132,216.3,788,Yes,0,0.024910347499826003,0,0.48869553253092257,0,Lower score,train,in-sample
T101782,CUST2615,2023-04-24 11:49:00,49.51,Travel,Credit Card,Desktop,Bengaluru,0,53,494.12,280,No,0,0.022977702782637964,0,0.4849050229297275,0,Lower score,train,in-sample
T103925,CUST4094,2023-04-24 13:09:00,2.09,Fashion,Debit Card,POS,Pune,0,74,18.58,833,No,0,0.01497224614307363,0,0.5049165725003651,0,Lower score,train,in-sample
T104594,CUST6354,2023-04-24 14:32:00,44.61,Fashion,PayPal,Mobile,Bengaluru,0,71,455.87,1345,No,0,0.016039123168531035,0,0.48816473428433255,0,Lower score,train,in-sample
T100256,CUST8208,2023-04-24 15:33:00,220.1,Grocery,Debit Card,POS,Bengaluru,0,155,217.55,836,No,0,0.017532887252460414,0,0.5064732330329745,0,Lower score,train,in-sample
T100498,CUST2194,2023-04-24 20:06:00,293.2,Utilities,PayPal,Desktop,Pune,0,38,376.01,1962,No,0,0.04160980636423077,0,0.5164223222880413,0,Lower score,train,in-sample
T100442,CUST7342,2023-04-24 21:35:00,37.51,Food,UPI,POS,Delhi,0,11,64.66,738,No,0,0.08025629006401434,0,0.4887132078766852,0,Lower score,train,in-sample
T104765,CUST1364,2023-04-25 04:15:00,387.63,Grocery,UPI,POS,Mumbai,0,53,19.31,279,No,1,0.27962524623810187,1,0.5233055446138134,1,Model review,train,in-sample
T102428,CUST4527,2023-04-25 06:30:00,30.15,Grocery,Credit Card,Desktop,Delhi,0,10,393.02,1070,No,0,0.10076858114320715,0,0.4944237658870849,0,Lower score,train,in-sample
T103730,CUST9441,2023-04-25 07:45:00,13.05,Entertainment,Debit Card,Desktop,Mumbai,0,122,399.98,1391,No,0,0.09131461287340419,0,0.4905719579746429,0,Lower score,train,in-sample
T103384,CUST3653,2023-04-25 08:56:00,2.74,Entertainment,Debit Card,Mobile,Pune,0,161,140.91,1729,No,0,0.05060701918654953,0,0.4972026912195662,0,Lower score,train,in-sample
T102127,CUST4715,2023-04-25 09:36:00,14.52,Travel,PayPal,Desktop,Mumbai,1,42,342.25,144,No,0,0.28405850722917697,1,0.5266322983158251,1,Model review,train,in-sample
T100068,CUST9580,2023-04-25 10:57:00,6.2,Grocery,UPI,Desktop,Hyderabad,1,5,358.24,168,No,0,0.18972894968871043,1,0.5264511711043294,1,Model review,train,in-sample
T103219,CUST2867,2023-04-25 15:12:00,105.46,Entertainment,UPI,Desktop,Chennai,0,58,185.06,1723,No,0,0.023610625731498375,0,0.48783106705481205,0,Lower score,train,in-sample
T102316,CUST4541,2023-04-25 16:11:00,25.7,Travel,UPI,Mobile,Mumbai,0,69,299.94,68,No,0,0.019279837033908565,0,0.48994507168722523,0,Lower score,train,in-sample
T101542,CUST3327,2023-04-25 18:01:00,67.02,Health,NetBanking,Mobile,Kolkata,1,32,408.82,1426,No,0,0.13835542693807482,0,0.5141874202219378,0,Lower score,train,in-sample
T100582,CUST3244,2023-04-25 23:08:00,54.28,Grocery,NetBanking,POS,Delhi,0,110,320.93,725,No,0,0.10508331686606731,0,0.4770689773883015,0,Lower score,train,in-sample
T100298,CUST6107,2023-04-25 23:57:00,78.02,Grocery,Debit Card,Desktop,Pune,0,72,28.37,1775,No,0,0.12387176197190834,0,0.48246285503920483,0,Lower score,train,in-sample
T101910,CUST5253,2023-04-26 03:19:00,29.18,Travel,Credit Card,Mobile,Chennai,0,71,54.75,1541,No,0,0.21972072044461147,1,0.4887426587611794,0,Model review,train,in-sample
T102514,CUST5109,2023-04-26 04:14:00,78.81,Grocery,NetBanking,POS,Delhi,0,138,162.97,1612,No,0,0.158344050360382,0,0.4812812370745519,0,Lower score,train,in-sample
T102437,CUST6989,2023-04-26 06:14:00,33.29,Food,NetBanking,Desktop,Mumbai,0,180,23.43,1520,Yes,1,0.1462185803476539,0,0.4767613186183439,0,Lower score,train,in-sample
T104528,CUST5952,2023-04-26 09:52:00,67.91,Utilities,Debit Card,Mobile,Delhi,0,76,268.49,716,No,0,0.034153975045958115,0,0.48549037630031167,0,Lower score,train,in-sample
T103608,CUST8444,2023-04-26 10:55:00,209.52,Travel,Debit Card,POS,Mumbai,0,189,430.28,1045,No,0,0.039538610350598774,0,0.49828484697541175,0,Lower score,train,in-sample
T100475,CUST6478,2023-04-26 11:10:00,396.55,Health,Credit Card,POS,Bengaluru,0,93,387.97,1747,No,0,0.047796555993586114,0,0.5164487087167746,0,Lower score,train,in-sample
T104522,CUST3420,2023-04-26 13:15:00,177.06,Health,Debit Card,Mobile,Pune,0,14,292.22,1807,No,0,0.015942218504629443,0,0.5038932356967115,0,Lower score,train,in-sample
T104978,CUST9206,2023-04-26 16:25:00,0.08,Fashion,UPI,POS,Kolkata,0,39,211.72,1496,No,0,0.01682102246895987,0,0.5077636000054707,0,Lower score,train,in-sample
T102255,CUST2303,2023-04-26 17:12:00,67.85,Travel,PayPal,Desktop,Mumbai,0,117,379.53,653,No,0,0.02003373701352804,0,0.48488877881601755,0,Lower score,train,in-sample
T102207,CUST1612,2023-04-26 20:38:00,156.35,Grocery,UPI,Mobile,Hyderabad,0,72,61.88,1574,No,0,0.0588320091697748,0,0.48295170343868343,0,Lower score,train,in-sample
T103155,CUST4279,2023-04-26 22:32:00,83.83,Grocery,NetBanking,Mobile,Hyderabad,0,88,165.8,351,No,0,0.0890784345007883,0,0.47520444388998134,0,Lower score,train,in-sample
T103979,CUST9307,2023-04-26 23:01:00,44.43,Grocery,UPI,Desktop,Kolkata,0,112,235.01,1196,No,0,0.08784631313925527,0,0.4772770937945768,0,Lower score,train,in-sample
T103673,CUST4277,2023-04-27 01:07:00,9.47,Health,Credit Card,Mobile,Hyderabad,1,14,275.72,1437,No,1,0.5666346438011417,1,0.5276482451569002,1,Model review,train,in-sample
T100276,CUST6214,2023-04-27 01:11:00,128.08,Grocery,UPI,Desktop,Pune,0,16,198.37,407,No,1,0.13747923427171616,0,0.48212622033040875,0,Lower score,train,in-sample
T101921,CUST5446,2023-04-27 01:12:00,0.26,Travel,UPI,POS,Hyderabad,0,81,415.0,1693,No,0,0.1521151987184926,0,0.5085748345099866,0,Lower score,train,in-sample
T103871,CUST7298,2023-04-27 02:04:00,16.05,Grocery,UPI,Desktop,Chennai,0,186,21.87,1578,No,0,0.1622617008413348,1,0.4819753359091738,0,Model review,train,in-sample
T100909,CUST4860,2023-04-27 11:42:00,38.2,Electronics,NetBanking,Desktop,Kolkata,0,159,67.65,1996,No,0,0.009531112397544941,0,0.47352939933235144,0,Lower score,train,in-sample
T101689,CUST9439,2023-04-27 11:44:00,115.79,Grocery,Debit Card,Mobile,Bengaluru,0,163,469.54,1015,No,0,0.019152067047278395,0,0.49112961291407453,0,Lower score,train,in-sample
T101380,CUST1550,2023-04-27 11:59:00,14.28,Health,Credit Card,POS,Hyderabad,0,3,120.65,1059,No,0,0.01526919039820009,0,0.4862231287543624,0,Lower score,train,in-sample
T101895,CUST3706,2023-04-27 18:23:00,105.66,Food,Credit Card,Mobile,Mumbai,0,178,317.83,1853,No,0,0.029215085835058472,0,0.4726015808964822,0,Lower score,train,in-sample
T104123,CUST7421,2023-04-27 18:49:00,184.42,Entertainment,PayPal,Desktop,Chennai,0,183,19.53,1932,No,0,0.03351567908452309,0,0.5066986338394364,0,Lower score,train,in-sample
T104504,CUST2500,2023-04-27 20:57:00,54.85,Food,Credit Card,POS,Hyderabad,0,106,461.63,1450,No,0,0.06139666511511787,0,0.476600985736684,0,Lower score,train,in-sample
T101846,CUST4483,2023-04-28 01:15:00,10.36,Grocery,Credit Card,POS,Mumbai,0,87,223.07,1751,No,1,0.10980338287961004,0,0.4926927860833075,0,Lower score,train,in-sample
T101834,CUST2474,2023-04-28 04:02:00,133.61,Health,UPI,Desktop,Mumbai,1,80,496.08,283,No,0,0.5920195326932945,1,0.5245144409459899,1,Model review,train,in-sample
T104613,CUST5699,2023-04-28 10:02:00,9.23,Travel,Credit Card,Desktop,Delhi,0,40,100.65,137,No,0,0.021290821834094597,0,0.4889651108708086,0,Lower score,train,in-sample
T103587,CUST1882,2023-04-28 10:16:00,114.99,Grocery,PayPal,POS,Kolkata,0,183,340.0,65,No,0,0.014997973483672577,0,0.5000734169701521,0,Lower score,train,in-sample
T104043,CUST3570,2023-04-28 10:18:00,77.28,Food,Debit Card,POS,Pune,0,106,153.02,603,No,0,0.02371832988265139,0,0.4808093558809751,0,Lower score,train,in-sample
T103116,CUST5571,2023-04-28 17:41:00,107.37,Grocery,Credit Card,Desktop,Mumbai,0,16,291.76,1891,No,0,0.013881379045080371,0,0.4826968137354953,0,Lower score,train,in-sample
T104638,CUST2443,2023-04-28 18:45:00,111.49,Utilities,UPI,Mobile,Bengaluru,0,54,447.13,1936,No,0,0.02212325943653442,0,0.49095066012645694,0,Lower score,train,in-sample
T100852,CUST2250,2023-04-28 19:01:00,18.85,Food,UPI,Mobile,Pune,0,45,241.66,1110,No,0,0.021228794369762174,0,0.4897008476997792,0,Lower score,train,in-sample
T101582,CUST8202,2023-04-28 21:26:00,72.21,Health,Credit Card,POS,Bengaluru,0,116,179.48,718,No,0,0.05170981563203351,0,0.48050672748491635,0,Lower score,train,in-sample
T101713,CUST3691,2023-04-28 22:03:00,49.27,Travel,Credit Card,POS,Hyderabad,0,186,40.97,1803,No,0,0.05927729900608488,0,0.48286356670321656,0,Lower score,train,in-sample
T100236,CUST7848,2023-04-28 23:44:00,26.37,Entertainment,NetBanking,Mobile,Mumbai,0,74,426.34,1480,No,0,0.09561337472314256,0,0.49027770239571705,0,Lower score,train,in-sample
T100806,CUST9071,2023-04-29 00:58:00,217.89,Grocery,PayPal,Mobile,Delhi,0,18,353.93,1982,No,1,0.12549529161547177,0,0.5032378452212075,0,Lower score,train,in-sample
T102122,CUST8594,2023-04-29 02:42:00,273.21,Electronics,Credit Card,Mobile,Delhi,1,106,88.26,380,No,0,0.6013253352230881,1,0.5532141649085813,1,Model review,train,in-sample
T100865,CUST8097,2023-04-29 04:10:00,65.61,Food,Credit Card,POS,Bengaluru,0,163,312.48,643,No,0,0.19679586313677094,1,0.49427644939456983,0,Model review,train,in-sample
T100885,CUST1708,2023-04-29 05:29:00,15.73,Health,Credit Card,Desktop,Delhi,0,57,152.55,1061,No,0,0.09600248134440732,0,0.4931894412517344,0,Lower score,train,in-sample
T104082,CUST9767,2023-04-29 06:24:00,78.54,Electronics,Debit Card,POS,Chennai,0,44,37.43,555,No,0,0.08075157223609188,0,0.48985212092140107,0,Lower score,train,in-sample
T101893,CUST4640,2023-04-29 08:51:00,18.26,Utilities,Debit Card,POS,Delhi,0,40,268.87,1259,No,0,0.03502664240728682,0,0.4977800517322591,0,Lower score,train,in-sample
T100161,CUST3907,2023-04-29 09:04:00,80.04,Fashion,Debit Card,Mobile,Kolkata,0,104,296.09,1448,No,0,0.0370958015034391,0,0.49001902134219505,0,Lower score,train,in-sample
T101055,CUST1793,2023-04-29 11:56:00,34.55,Grocery,Credit Card,Desktop,Delhi,0,6,304.56,791,No,0,0.013003890420623911,0,0.4904227041356803,0,Lower score,train,in-sample
T103166,CUST5979,2023-04-29 12:21:00,209.5,Fashion,PayPal,POS,Bengaluru,0,135,278.18,1035,No,0,0.023635616762142667,0,0.5103593899597746,0,Lower score,train,in-sample
T100610,CUST4402,2023-04-29 21:38:00,3.21,Electronics,NetBanking,Desktop,Pune,0,152,359.34,1489,No,0,0.0335604809470243,0,0.4881523123922853,0,Lower score,train,in-sample
T100173,CUST8045,2023-04-30 00:35:00,20.55,Food,UPI,POS,Chennai,0,165,423.39,723,No,1,0.1999943465774256,1,0.5015810373674826,0,Model review,train,in-sample
T104460,CUST1104,2023-04-30 01:10:00,41.23,Utilities,PayPal,POS,Bengaluru,0,1,220.46,1231,No,0,0.15373217998207578,0,0.4948474573016179,0,Lower score,train,in-sample
T101739,CUST7765,2023-04-30 05:37:00,42.77,Utilities,Debit Card,Mobile,Bengaluru,0,21,146.3,1446,No,1,0.1278132414439689,0,0.49409354660219684,0,Lower score,train,in-sample
T100779,CUST8205,2023-04-30 06:57:00,81.99,Travel,Debit Card,Desktop,Delhi,0,121,422.05,1438,No,0,0.0890274042692522,0,0.4979066923933323,0,Lower score,train,in-sample
T101062,CUST2309,2023-04-30 06:59:00,116.98,Food,PayPal,Mobile,Mumbai,0,189,183.96,1983,No,0,0.10884695663416279,0,0.4889557747280505,0,Lower score,train,in-sample
T102062,CUST6869,2023-04-30 07:15:00,131.36,Travel,NetBanking,Desktop,Pune,0,179,118.63,1391,No,0,0.08082037330444185,0,0.4902248984312397,0,Lower score,train,in-sample
T100499,CUST6464,2023-04-30 07:51:00,342.71,Health,NetBanking,Desktop,Chennai,0,147,40.44,276,No,0,0.10141459699153503,0,0.5228632224192067,1,Anomaly review,train,in-sample
T104953,CUST9457,2023-04-30 08:12:00,89.61,Utilities,Debit Card,Desktop,Bengaluru,0,78,499.37,643,No,0,0.06582324361497655,0,0.4921877321212129,0,Lower score,train,in-sample
T100491,CUST9803,2023-04-30 08:14:00,77.43,Electronics,UPI,POS,Pune,0,57,229.67,1841,No,0,0.044455301552288745,0,0.4892179038981169,0,Lower score,train,in-sample
T100965,CUST7357,2023-04-30 11:15:00,35.16,Fashion,PayPal,Mobile,Kolkata,1,21,345.12,749,No,0,0.14409277021626538,0,0.5284648490248713,1,Anomaly review,train,in-sample
T101798,CUST6955,2023-04-30 14:57:00,5.91,Entertainment,Credit Card,Mobile,Chennai,0,166,462.61,894,No,0,0.015764157230043173,0,0.5129309800605669,0,Lower score,train,in-sample
T104129,CUST6405,2023-04-30 19:37:00,0.09,Entertainment,PayPal,POS,Hyderabad,1,16,163.06,1852,No,0,0.230076160761092,1,0.5606653514023577,1,Model review,train,in-sample
T104907,CUST7219,2023-05-01 02:51:00,18.43,Travel,PayPal,POS,Pune,0,4,373.38,1699,No,0,0.14608886729109846,0,0.49885134894404487,0,Lower score,train,in-sample
T103355,CUST1581,2023-05-01 03:15:00,6.41,Health,NetBanking,POS,Kolkata,0,80,431.27,161,No,1,0.12137853166335628,0,0.49244919412570914,0,Lower score,train,in-sample
T104376,CUST1580,2023-05-01 04:22:00,38.6,Electronics,Debit Card,Desktop,Kolkata,0,75,78.73,1564,No,0,0.09088826324394579,0,0.4853352661403509,0,Lower score,train,in-sample
T104047,CUST6633,2023-05-01 07:03:00,66.45,Grocery,NetBanking,POS,Kolkata,0,11,186.36,1296,No,0,0.06236252098643609,0,0.4807504024964238,0,Lower score,train,in-sample
T101020,CUST6358,2023-05-01 09:25:00,95.63,Entertainment,Debit Card,Mobile,Mumbai,0,141,25.23,586,No,0,0.04833590315674798,0,0.48286690638826313,0,Lower score,train,in-sample
T101595,CUST6675,2023-05-01 12:35:00,69.09,Grocery,Credit Card,POS,Mumbai,0,137,351.21,1610,No,0,0.016341807585596127,0,0.4840154198315946,0,Lower score,train,in-sample
T100303,CUST1484,2023-05-01 16:31:00,81.16,Utilities,UPI,POS,Delhi,0,32,467.45,1801,No,0,0.015052503345018507,0,0.4861750799870042,0,Lower score,train,in-sample
T100619,CUST9369,2023-05-01 17:36:00,110.35,Entertainment,Debit Card,POS,Hyderabad,0,116,440.94,1375,No,0,0.02268819226572092,0,0.4935563122621872,0,Lower score,train,in-sample
T104021,CUST1815,2023-05-01 18:18:00,22.01,Electronics,UPI,POS,Hyderabad,0,72,100.09,1649,No,0,0.016943617958823473,0,0.48920679896026714,0,Lower score,train,in-sample
T101541,CUST5990,2023-05-01 18:36:00,9.04,Food,PayPal,Mobile,Pune,0,179,152.59,1577,No,0,0.021884266799163152,0,0.4960713728523724,0,Lower score,train,in-sample
T100233,CUST1503,2023-05-01 19:45:00,54.26,Health,PayPal,POS,Pune,0,16,215.36,1049,No,0,0.027276434982704028,0,0.4926852672123855,0,Lower score,train,in-sample
T104326,CUST7147,2023-05-01 19:55:00,1.79,Entertainment,PayPal,Desktop,Delhi,0,145,34.97,473,No,0,0.032802874351428014,0,0.5026541470713013,0,Lower score,train,in-sample
T103815,CUST5390,2023-05-01 21:15:00,68.95,Health,NetBanking,Desktop,Mumbai,1,5,11.49,328,No,0,0.3518431815122906,1,0.5128010306396258,0,Model review,train,in-sample
T104449,CUST8821,2023-05-01 23:26:00,105.0,Fashion,UPI,Mobile,Delhi,0,5,448.04,726,No,0,0.1437899129681947,0,0.49121856422660454,0,Lower score,train,in-sample
T102397,CUST1053,2023-05-02 03:41:00,2.06,Travel,Debit Card,Desktop,Chennai,0,40,113.0,1799,No,0,0.21015511921397145,1,0.4978203358649173,0,Model review,train,in-sample
T101960,CUST3301,2023-05-02 03:53:00,10.08,Health,UPI,Mobile,Bengaluru,0,144,496.76,1688,No,0,0.2012354858242953,1,0.49575208695032086,0,Model review,train,in-sample
T102685,CUST2261,2023-05-02 06:18:00,1.56,Health,NetBanking,POS,Chennai,0,7,444.45,1019,No,0,0.12542210085841776,0,0.49130617094527573,0,Lower score,train,in-sample
T104806,CUST5301,2023-05-02 06:27:00,6.48,Health,PayPal,Desktop,Hyderabad,1,97,499.31,1671,No,0,0.4895916161245875,1,0.5341474567000327,1,Model review,train,in-sample
T104395,CUST8771,2023-05-02 07:14:00,147.7,Entertainment,UPI,POS,Chennai,0,93,329.46,855,No,0,0.15319296360808143,0,0.4965262142706829,0,Lower score,train,in-sample
T102508,CUST9323,2023-05-02 07:30:00,150.17,Entertainment,Credit Card,POS,Chennai,0,90,161.97,1523,Yes,0,0.13653607801500262,0,0.4919486291616702,0,Lower score,train,in-sample
T102897,CUST5464,2023-05-02 08:00:00,26.56,Travel,PayPal,Desktop,Pune,0,80,422.93,171,No,0,0.06237867484385283,0,0.48938546474752187,0,Lower score,train,in-sample
T104751,CUST1863,2023-05-02 10:23:00,46.99,Utilities,PayPal,POS,Hyderabad,1,107,403.8,1621,Yes,0,0.21492752398119214,1,0.5126560630629717,0,Model review,train,in-sample
T100212,CUST7566,2023-05-02 11:31:00,84.44,Fashion,Credit Card,Mobile,Kolkata,0,177,203.64,1905,No,0,0.025092092956342755,0,0.4866372131802617,0,Lower score,train,in-sample
T100319,CUST3805,2023-05-02 12:39:00,23.04,Fashion,PayPal,Mobile,Bengaluru,0,57,318.9,299,No,0,0.022930300961209106,0,0.4878381499175196,0,Lower score,train,in-sample
T100999,CUST6148,2023-05-02 12:53:00,47.25,Fashion,Debit Card,POS,Delhi,0,198,379.02,1835,No,0,0.021329958645748357,0,0.49127682089070773,0,Lower score,train,in-sample
T100230,CUST1325,2023-05-02 14:52:00,126.71,Travel,Credit Card,Desktop,Chennai,0,150,295.26,1624,No,0,0.021339838548951575,0,0.4839143190829769,0,Lower score,train,in-sample
T104006,CUST3614,2023-05-02 14:58:00,35.84,Entertainment,Credit Card,POS,Chennai,0,90,196.0,609,No,0,0.021026817007034498,0,0.4819543855792318,0,Lower score,train,in-sample
T103481,CUST7173,2023-05-02 15:27:00,68.0,Food,Credit Card,Desktop,Bengaluru,0,138,91.54,1989,No,0,0.023187487362020552,0,0.4753227301380316,0,Lower score,train,in-sample
T101398,CUST9502,2023-05-02 16:03:00,76.81,Food,UPI,Desktop,Kolkata,0,97,31.94,1963,No,0,0.017774316150349183,0,0.48582625199284263,0,Lower score,train,in-sample
T101824,CUST3907,2023-05-02 17:09:00,82.6,Travel,Debit Card,POS,Kolkata,0,190,98.89,1953,No,0,0.01757754164869322,0,0.49509371665527285,0,Lower score,train,in-sample
T100711,CUST1548,2023-05-02 19:41:00,72.44,Utilities,PayPal,Mobile,Delhi,0,183,475.17,518,No,0,0.0332854347177183,0,0.48798888831818993,0,Lower score,train,in-sample
T104735,CUST5995,2023-05-03 00:19:00,10.15,Travel,NetBanking,Desktop,Delhi,0,143,441.79,341,No,1,0.13966438884749455,0,0.48429919909770425,0,Lower score,train,in-sample
T100361,CUST1100,2023-05-03 00:39:00,82.47,Fashion,PayPal,POS,Bengaluru,0,150,365.06,799,Yes,0,0.2151065435789338,1,0.47785432868776095,0,Model review,train,in-sample
T101348,CUST1953,2023-05-03 02:12:00,351.53,Electronics,UPI,Mobile,Delhi,0,188,42.66,1863,No,0,0.20968622051233426,1,0.5330924321476072,1,Model review,train,in-sample
T104329,CUST2781,2023-05-03 04:34:00,134.73,Utilities,UPI,Desktop,Pune,0,180,334.47,392,No,1,0.17209806931964183,1,0.48717955650994654,0,Model review,train,in-sample
T104308,CUST1148,2023-05-03 05:57:00,141.13,Utilities,Debit Card,POS,Hyderabad,0,89,268.2,771,No,0,0.14067371442780677,0,0.4926830906100253,0,Lower score,train,in-sample
T103502,CUST8712,2023-05-03 06:56:00,471.34,Health,NetBanking,Mobile,Kolkata,0,159,232.83,190,No,0,0.12628893449727663,0,0.518625683300695,1,Anomaly review,train,in-sample
T103359,CUST6302,2023-05-03 08:37:00,86.19,Health,UPI,Desktop,Mumbai,0,59,91.8,68,No,0,0.06621680192223674,0,0.4838388588223063,0,Lower score,train,in-sample
T102317,CUST7517,2023-05-03 08:58:00,40.15,Utilities,Debit Card,Desktop,Hyderabad,0,114,498.34,1438,No,0,0.047397722968647894,0,0.47816332172729764,0,Lower score,train,in-sample
T104616,CUST3222,2023-05-03 09:47:00,132.37,Fashion,Debit Card,Desktop,Bengaluru,0,157,227.44,1391,No,0,0.06172830862656074,0,0.4907982772352237,0,Lower score,train,in-sample
T100100,CUST3365,2023-05-03 11:18:00,2.55,Food,UPI,POS,Pune,0,175,135.12,581,No,0,0.02802555782599517,0,0.5012646886605323,0,Lower score,train,in-sample
T104696,CUST9042,2023-05-03 13:33:00,56.34,Travel,NetBanking,Desktop,Bengaluru,0,103,148.74,1403,Yes,1,0.01850172428961199,0,0.4749345174596995,0,Lower score,train,in-sample
T102652,CUST5481,2023-05-03 15:13:00,36.94,Electronics,NetBanking,Mobile,Delhi,0,152,418.79,621,No,0,0.009553838992732273,0,0.4795436629123564,0,Lower score,train,in-sample
T101261,CUST6073,2023-05-03 21:57:00,127.78,Food,NetBanking,Desktop,Kolkata,0,98,395.82,436,No,0,0.0864469290320773,0,0.4774958277077138,0,Lower score,train,in-sample
T104724,CUST2107,2023-05-04 06:51:00,19.84,Fashion,Debit Card,POS,Mumbai,0,168,46.87,1364,Yes,0,0.1052634492274283,0,0.48371255930191603,0,Lower score,train,in-sample
T103845,CUST9838,2023-05-04 08:26:00,85.46,Fashion,Credit Card,POS,Kolkata,0,191,253.55,894,No,0,0.05429536630208027,0,0.4895736215612298,0,Lower score,train,in-sample
T104802,CUST9185,2023-05-04 11:05:00,192.13,Entertainment,PayPal,POS,Chennai,0,71,416.34,1807,No,0,0.031335828972297475,0,0.5057740686382934,0,Lower score,train,in-sample
T104375,CUST1530,2023-05-04 13:31:00,52.82,Electronics,Credit Card,Desktop,Chennai,0,195,153.73,1268,No,0,0.01087383691980138,0,0.47317678206604,0,Lower score,train,in-sample
T101031,CUST2198,2023-05-04 13:53:00,72.56,Health,Credit Card,Mobile,Bengaluru,0,35,263.37,139,No,0,0.013540598292879564,0,0.4814526850851939,0,Lower score,train,in-sample
T101488,CUST5582,2023-05-04 14:29:00,39.35,Grocery,UPI,POS,Bengaluru,0,123,341.81,917,No,0,0.013165036735860855,0,0.48485193678537747,0,Lower score,train,in-sample
T103004,CUST4709,2023-05-04 15:31:00,67.84,Food,Credit Card,Mobile,Hyderabad,0,128,177.44,1705,No,0,0.014977020174914547,0,0.4687852364230129,0,Lower score,train,in-sample
T100435,CUST4594,2023-05-04 15:55:00,96.58,Fashion,UPI,Desktop,Kolkata,0,71,360.63,1132,No,0,0.013795883025749637,0,0.4879571956467978,0,Lower score,train,in-sample
T103302,CUST9547,2023-05-04 16:31:00,65.51,Food,NetBanking,Desktop,Hyderabad,0,3,256.53,1905,No,0,0.015911829402704587,0,0.4731603597415385,0,Lower score,train,in-sample
T100943,CUST4337,2023-05-04 17:01:00,141.64,Electronics,PayPal,POS,Chennai,0,166,90.57,916,No,0,0.013325995140182496,0,0.4850239421062484,0,Lower score,train,in-sample
T103239,CUST4253,2023-05-04 21:48:00,65.11,Utilities,PayPal,Desktop,Delhi,0,43,26.65,1777,No,0,0.05251975280270453,0,0.4816054135475313,0,Lower score,train,in-sample
T101891,CUST2582,2023-05-04 22:05:00,41.07,Travel,Credit Card,POS,Hyderabad,0,173,451.14,844,No,0,0.07575219151975417,0,0.48344643605712995,0,Lower score,train,in-sample
